"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.507119336628472,0.523,0.463,0,"6","NDUFA12"
0,0.669130787913463,0.402,0.342,0,"6","TRABD"
0,0.532941008126957,0.586,0.526,0,"6","HNRNPA3"
0,0.492796137602491,0.62,0.56,0,"6","NCL"
0,0.48711491235711,0.558,0.499,0,"6","TMEM59"
0,0.438634265694227,0.906,0.847,0,"6","DDX5"
0,0.636535182677744,0.264,0.205,0,"6","AKR1B1"
0,0.47048433740936,0.363,0.304,0,"6","PIM1"
0,0.6269344898828,0.392,0.333,0,"6","NUCB1"
0,0.720397629350175,0.29,0.231,0,"6","SF3B4"
0,0.742338435488186,0.313,0.255,0,"6","OGT"
0,0.511350249413561,0.462,0.404,0,"6","BCAP31"
0,0.582887817280111,0.378,0.32,0,"6","DCTN3"
0,0.576433559553598,0.342,0.285,0,"6","XAF1"
0,0.358414117745508,0.367,0.31,0,"6","FERMT3"
0,0.493077864027893,0.448,0.391,0,"6","ADD3"
0,0.447570638854433,0.461,0.404,0,"6","ACAP1"
0,0.388654960548716,0.54,0.484,0,"6","TMEM50A"
0,0.702486003700483,0.267,0.211,0,"6","FAM195B"
0,0.698453475305248,0.331,0.275,0,"6","RBBP4"
0,0.481552939099294,0.415,0.359,0,"6","DDIT4"
0,0.651394141123403,0.325,0.269,0,"6","BUB3"
0,0.665057814908644,0.292,0.236,0,"6","SLC38A1"
0,0.770929260475195,0.286,0.23,0,"6","PDLIM2"
0,0.43490657490561,0.852,0.796,0,"6","HMGB1"
0,0.317746070121816,0.843,0.787,0,"6","LIMD2"
0,0.728882181401752,0.262,0.207,0,"6","SMARCE1"
0,0.620034378964831,0.251,0.196,0,"6","CDC42EP3"
0,0.734639283697438,0.303,0.248,0,"6","FBXW5"
0,0.691360759230399,0.284,0.229,0,"6","SDR39U1"
0,0.522301027950221,0.539,0.485,0,"6","ARHGDIA"
0,0.370056572134559,0.274,0.22,0,"6","LINC00152"
0,0.509716151169993,0.514,0.46,0,"6","UFC1"
0,0.675965982839922,0.305,0.251,0,"6","TMCO1"
0,0.564124636639187,0.361,0.307,0,"6","TERF2IP"
0,0.61480897593268,0.379,0.325,0,"6","NCOR1"
0,0.406822732763597,0.998,0.945,0,"6","MT-ND4L"
0,0.66727214346808,0.377,0.324,0,"6","SH3KBP1"
0,0.59177250921956,0.329,0.276,0,"6","TMC6"
0,0.592830034915579,0.369,0.316,0,"6","TMEM160"
0,0.386994749395075,0.935,0.883,0,"6","ARHGDIB"
0,0.750608878185795,0.259,0.207,0,"6","ATF6B"
0,0.569831249375691,0.408,0.356,0,"6","DGUOK"
0,0.606976502894156,0.349,0.297,0,"6","BUD31"
0,0.459666312190476,0.415,0.363,0,"6","GIMAP4"
0,0.614508417843444,0.293,0.241,0,"6","RAB8A"
0,0.512237700451713,0.411,0.359,0,"6","PSMD8"
0,0.398697349314237,0.321,0.269,0,"6","AC006129.2"
0,0.579088608041737,0.447,0.395,0,"6","EWSR1"
0,0.685033402807384,0.335,0.284,0,"6","ACADVL"
0,0.66875583139505,0.262,0.211,0,"6","IDI1"
0,0.70906094060869,0.257,0.206,0,"6","SAP30BP"
0,0.666053116299527,0.332,0.281,0,"6","SPCS3"
0,0.797379506203682,0.252,0.201,0,"6","HECTD1"
0,0.599362805877666,0.37,0.319,0,"6","RBL2"
0,0.580155286551591,0.429,0.378,0,"6","TECR"
0,0.482992090845951,0.601,0.55,0,"6","CDC37"
0,0.255980211616096,0.657,0.607,0,"6","ATP5G3"
0,0.454099345469896,0.581,0.531,0,"6","JTB"
0,0.703048027828059,0.258,0.209,0,"6","EMC6"
0,0.331294405523741,0.48,0.431,0,"6","UBE2L6"
0,0.623524448694046,0.301,0.252,0,"6","INO80E"
0,0.580513816110035,0.364,0.315,0,"6","RAB11B"
0,0.399558437289288,0.441,0.392,0,"6","NDUFA6"
0,0.376625132050634,0.603,0.554,0,"6","PARK7"
0,0.512843086876408,0.339,0.291,0,"6","PSMB2"
0,0.627960966015288,0.397,0.349,0,"6","AKAP13"
0,0.683524571965769,0.262,0.214,0,"6","STARD7"
0,0.636725131725566,0.275,0.227,0,"6","LPXN"
0,0.702477632385045,0.257,0.209,0,"6","TSPAN14"
0,0.566111353716271,0.308,0.26,0,"6","TAF7"
0,0.384712470250379,0.503,0.455,0,"6","PGAM1"
0,0.975358519510871,0.996,0.949,0,"6","HLA-C"
0,0.424653838303326,0.533,0.486,0,"6","RABAC1"
0,0.584531361963315,0.294,0.247,0,"6","EMB"
0,0.674824497278297,0.352,0.305,0,"6","ZNF207"
0,0.355178839146449,0.744,0.698,0,"6","SSR4"
0,0.373494660332193,0.746,0.7,0,"6","PRR13"
0,0.372257732552225,0.464,0.418,0,"6","ANAPC11"
0,0.672631664872526,0.255,0.209,0,"6","TMEM173"
0,0.515871648947212,0.495,0.449,0,"6","SRSF11"
0,0.617442097347497,0.292,0.246,0,"6","SH3GLB1"
0,0.585373170245353,0.353,0.307,0,"6","TWF2"
0,0.454669054856517,0.423,0.377,0,"6","RAB5C"
0,0.399408526073959,0.665,0.62,0,"6","CAPZB"
0,0.485696379102557,0.54,0.495,0,"6","SRSF2"
0,0.631462023621173,0.27,0.225,0,"6","ZNF655"
0,0.615414798429374,0.264,0.219,0,"6","SRSF9"
0,0.628047778266529,0.362,0.317,0,"6","DNAJC8"
0,0.595943225046681,0.322,0.277,0,"6","SEPT2"
0,0.632202760951679,0.303,0.258,0,"6","PUF60"
0,0.472309657314789,0.295,0.25,0,"6","PHPT1"
0,0.545959250484881,0.375,0.33,0,"6","PNN"
0,0.58767057691208,0.319,0.274,0,"6","ADRM1"
0,0.337990172030975,0.393,0.349,0,"6","CD2"
0,0.699474720823608,0.25,0.206,0,"6","RAB6A"
0,0.592131185315946,0.271,0.227,0,"6","ARF6"
0,0.652065905778891,0.257,0.213,0,"6","IFI35"
0,0.601742218245334,0.314,0.27,0,"6","EMC4"
0,0.690997380049745,0.309,0.265,0,"6","SLTM"
0,0.483711180343869,0.415,0.371,0,"6","PPP4C"
0,0.682170869229367,0.274,0.231,0,"6","CPNE1"
0,0.401791240792452,0.418,0.375,0,"6","NDUFS8"
0,0.547723265019594,0.297,0.254,0,"6","CCNDBP1"
0,0.613259493212501,0.334,0.292,0,"6","PTPN2"
0,0.610490021846688,0.25,0.208,0,"6","PSMC3"
0,0.624051967547176,0.266,0.224,0,"6","CCDC124"
0,0.424790552523599,0.444,0.402,0,"6","RNF7"
0,0.627217277003986,0.313,0.271,0,"6","NCBP2-AS2"
0,0.64249692803414,0.297,0.255,0,"6","PRPF4B"
0,0.645025871261664,0.353,0.311,0,"6","ATRX"
0,0.566569088879291,0.354,0.312,0,"6","IMP3"
0,0.555533954420091,0.359,0.317,0,"6","RBCK1"
0,0.793213171406295,0.962,0.92,0,"6","CFL1"
0,0.919030918312612,0.99,0.949,0,"6","HLA-A"
0,0.582576595204144,0.39,0.349,0,"6","TRIM22"
0,0.53606851645503,0.323,0.282,0,"6","TMEM179B"
0,0.638955582784913,0.252,0.211,0,"6","CHIC2"
0,0.477781580199056,0.312,0.271,0,"6","ARPC4"
0,0.510782405153545,0.287,0.246,0,"6","IER3IP1"
0,0.395586615056404,0.394,0.354,0,"6","ARL6IP1"
0,0.488089931224739,0.425,0.385,0,"6","SP100"
0,0.481405949562928,0.505,0.465,0,"6","KMT2E"
0,0.662132307122452,0.282,0.242,0,"6","FOXN3"
0,0.465095278063103,0.482,0.442,0,"6","UBE2I"
0,0.452878141762841,0.42,0.38,0,"6","SNRPD3"
0,0.427821533983458,0.525,0.486,0,"6","GTF3A"
0,0.657430338061131,0.252,0.213,0,"6","RSBN1L"
0,0.629343510637772,0.27,0.231,0,"6","FGD3"
0,0.60908782900363,0.271,0.232,0,"6","PSMD13"
0,0.58313696525293,0.268,0.229,0,"6","VTI1B"
0,0.52091118170208,0.311,0.272,0,"6","LSM2"
0,0.542527676872572,0.309,0.27,0,"6","PDAP1"
0,0.416534685956906,0.445,0.406,0,"6","EMD"
0,0.511574430389313,0.288,0.249,0,"6","SEMA4D"
0,0.572645331132479,0.285,0.246,0,"6","COPZ1"
0,0.306109069805692,0.485,0.446,0,"6","SEC11A"
0,0.384450268838193,0.724,0.685,0,"6","SRSF5"
0,0.423762700634126,0.52,0.482,0,"6","SRSF10"
0,0.33659131684765,0.394,0.356,0,"6","TSTD1"
0,0.288357641477719,0.467,0.429,0,"6","SERPINB1"
0,0.524654178535577,0.275,0.237,0,"6","NAP1L4"
0,0.670092370496033,0.258,0.22,0,"6","NUB1"
0,0.603536851075739,0.269,0.231,0,"6","GLUD1"
0,0.391712221280289,0.502,0.464,0,"6","WAS"
0,0.392697930367985,0.952,0.914,0,"6","MYL6"
0,0.361399209990155,0.668,0.631,0,"6","CDC42"
0,0.535009625020469,0.277,0.24,0,"6","PPP1R7"
0,0.528779237271732,0.342,0.305,0,"6","PRKAR1A"
0,0.605125005473961,0.269,0.232,0,"6","TEX264"
0,0.569397693104652,0.311,0.274,0,"6","COPS6"
0,0.366029167634658,0.568,0.531,0,"6","NEDD8"
0,0.389422822430479,0.446,0.41,0,"6","SUMO1"
0,0.377595882177291,0.256,0.22,0,"6","ETFA"
0,0.499128633200612,0.407,0.371,0,"6","PDCD6"
0,0.480859655532772,0.442,0.407,0,"6","PYURF"
0,0.468188910813806,0.381,0.346,0,"6","MPHOSPH8"
0,0.403684047987507,0.559,0.524,0,"6","DAD1"
0,0.541484618257032,0.937,0.902,0,"6","ACTG1"
0,0.495774094486525,0.389,0.354,0,"6","UBE2V1"
0,0.616489959156279,0.277,0.242,0,"6","FAM32A"
0,0.452432442217752,0.674,0.639,0,"6","SON"
0,0.416062736451306,0.476,0.441,0,"6","MDH2"
0,0.465677935204789,0.423,0.388,0,"6","C9orf78"
0,0.505515498823381,0.292,0.257,0,"6","RBM4"
0,0.595143896406521,0.273,0.239,0,"6","RTFDC1"
0,0.637637465146436,0.25,0.216,0,"6","URM1"
0,0.562394504672817,0.297,0.263,0,"6","ZRANB2"
0,0.479330098495456,0.314,0.28,0,"6","CYC1"
0,0.360064297961831,0.368,0.334,0,"6","DCXR"
0,0.632720312965216,0.296,0.262,0,"6","ROCK1"
0,0.360762692272781,0.824,0.79,0,"6","CHCHD2"
0,0.492633327232484,0.454,0.421,0,"6","PRRC2C"
0,0.275933982872913,0.806,0.773,0,"6","HNRNPDL"
0,0.749385398654798,0.994,0.961,0,"6","HLA-B"
0,0.518226038688317,0.272,0.239,0,"6","MEA1"
0,0.481282760674056,0.38,0.347,0,"6","TBRG1"
0,0.407596911055869,0.52,0.487,0,"6","ANXA11"
0,0.623850656598268,0.268,0.235,0,"6","MPG"
0,0.539529453084354,0.304,0.271,0,"6","ANAPC5"
0,0.368933935844609,0.687,0.655,0,"6","HNRNPK"
0,0.521228676228716,0.412,0.38,0,"6","APBB1IP"
0,0.35540765803072,0.569,0.537,0,"6","PSMB1"
0,0.353017822029983,0.97,0.939,0,"6","SH3BGRL3"
0,0.296837294872301,0.553,0.522,0,"6","ARF5"
0,0.42036659747004,0.503,0.472,0,"6","ARGLU1"
0,0.560736391371751,0.298,0.267,0,"6","PPM1G"
0,0.282355299623434,0.481,0.45,0,"6","MYEOV2"
0,0.596118440412983,0.303,0.272,0,"6","DDX46"
0,0.435648870098764,0.351,0.32,0,"6","SRI"
0,0.429981714548472,0.428,0.397,0,"6","HNRNPF"
0,0.466572619983266,0.346,0.315,0,"6","COX16"
0,0.460299048170168,0.386,0.356,0,"6","SET"
0,0.407368994805576,0.446,0.416,0,"6","KRT10"
0,0.357764649694055,0.99,0.96,0,"6","MT-ND5"
0,0.374674843029284,0.363,0.333,0,"6","LSM3"
0,0.387220417792733,0.431,0.401,0,"6","SELK"
0,0.486096717006475,0.384,0.355,0,"6","PSMC5"
0,0.382500665873375,0.985,0.956,0,"6","H3F3B"
0,0.471860998271711,0.325,0.296,0,"6","C18orf32"
0,0.437080982495038,0.367,0.338,0,"6","RAB2A"
0,0.366008427964767,0.425,0.396,0,"6","FAM96B"
0,0.53614629809994,0.355,0.326,0,"6","PPP2R1A"
0,0.315739913785218,1,0.972,0,"6","MALAT1"
0,0.481837071110285,0.386,0.358,0,"6","M6PR"
0,0.284399139381613,0.765,0.738,0,"6","UBL5"
0,0.40867291882056,0.381,0.354,0,"6","ECH1"
0,0.415023693261258,0.401,0.375,0,"6","NAPA"
0,0.356077761854614,0.486,0.46,0,"6","COPE"
0,0.464858062224517,0.38,0.355,0,"6","OCIAD1"
0,0.414954126137786,0.37,0.345,0,"6","STRAP"
0,0.403174586099596,0.407,0.382,0,"6","RAB7A"
0,0.290905927386003,0.667,0.643,0,"6","PCBP1"
0,0.454424342549203,0.398,0.374,0,"6","PA2G4"
0,0.406261633524961,0.428,0.404,0,"6","HNRNPM"
0,0.419569346824413,0.394,0.371,0,"6","SNRPD1"
0,0.259914159967271,0.745,0.723,0,"6","EDF1"
0,0.266244433564447,0.81,0.788,0,"6","DAZAP2"
0,1.04136328451086,0.986,0.965,0,"6","PFN1"
0,0.34548354953289,0.469,0.448,0,"6","GNB2"
0,0.264421470833704,0.606,0.586,0,"6","GADD45B"
0,0.382503791801479,0.493,0.474,0,"6","SERBP1"
0,0.292103712751399,0.642,0.623,0,"6","TMBIM6"
0,0.357503592339082,0.602,0.583,0,"6","FUS"
0,0.312056994692089,0.869,0.851,0,"6","SRP14"
0,0.300929889133247,0.575,0.557,0,"6","CUTA"
0,0.265632297794751,0.683,0.667,0,"6","SSR2"
0,0.298679519901567,0.626,0.612,0,"6","KRTCAP2"
0,0.305980690458844,0.482,0.468,0,"6","PAIP2"
0,0.306044374867226,0.94,0.926,0,"6","PPIA"
0,0.323519339005733,0.506,0.495,0,"6","C19orf60"
0,0.303334835107165,0.544,0.534,0,"6","EIF5A"
0,0.337522997597584,0.681,0.672,0,"6","RBM3"
0,0.250592740275875,0.624,0.62,0,"6","SAP18"
0,0.257898539932607,0.635,0.631,0,"6","C19orf43"
0,0.476438894109208,0.996,0.993,0,"6","ACTB"
0,0.743493260841102,1,0.997,0,"6","B2M"
0,0.319977777577776,1,0.997,0,"6","MT-CO1"
0,0.296945565065453,0.999,0.996,0,"6","MT-CO2"
2.22044604925031e-16,0.517400139039709,0.269,0.234,4.9835691129374e-12,"6","SS18L2"
2.22044604925031e-16,0.659505538957519,0.282,0.248,4.9835691129374e-12,"6","MGEA5"
2.22044604925031e-16,0.443260285368842,0.352,0.327,4.9835691129374e-12,"6","POLR2E"
4.44089209850063e-16,0.594787323797873,0.263,0.231,9.96713822587481e-12,"6","FIBP"
4.44089209850063e-16,0.453142899174627,0.339,0.309,9.96713822587481e-12,"6","ARID4B"
4.44089209850063e-16,0.53351741337503,0.3,0.271,9.96713822587481e-12,"6","LRPAP1"
4.44089209850063e-16,0.513111859359594,0.324,0.296,9.96713822587481e-12,"6","HNRNPR"
4.44089209850063e-16,0.401836804194145,0.488,0.469,9.96713822587481e-12,"6","MT-ND6"
1.11022302462516e-15,0.352924406372958,0.403,0.383,2.4917845564687e-11,"6","TMEM230"
1.55431223447522e-15,0.479685664547954,0.289,0.258,3.48849837905618e-11,"6","EIF6"
1.77635683940025e-15,0.553471251928608,0.258,0.225,3.98685529034992e-11,"6","UFD1L"
1.77635683940025e-15,0.465651945381461,0.289,0.256,3.98685529034992e-11,"6","SEC11C"
1.99840144432528e-15,0.266802781076756,0.523,0.51,4.48521220164366e-11,"6","SRSF3"
2.66453525910038e-15,0.445560568019199,0.308,0.275,5.98028293552488e-11,"6","UPP1"
3.5527136788005e-15,0.476906455784286,0.302,0.274,7.97371058069984e-11,"6","FUNDC2"
3.5527136788005e-15,0.477115222734586,0.35,0.324,7.97371058069984e-11,"6","ADAR"
4.66293670342566e-15,0.612196185588704,0.251,0.219,1.04654951371685e-10,"6","ATG12"
5.10702591327572e-15,0.530694729977205,0.258,0.225,1.1462208959756e-10,"6","ZBTB8OS"
5.55111512312578e-15,0.356565314239983,0.436,0.425,1.24589227823435e-10,"6","TUFM"
6.43929354282591e-15,0.602091206752828,0.255,0.224,1.44523504275185e-10,"6","ELF2"
8.43769498715119e-15,0.388675418835874,0.393,0.369,1.89375626291621e-10,"6","CASP4"
9.10382880192628e-15,0.568353187737734,0.283,0.254,2.04326333630434e-10,"6","HPS1"
9.76996261670138e-15,0.380620236300197,0.381,0.359,2.19277040969246e-10,"6","UBE2L3"
1.15463194561016e-14,0.503575182955678,0.336,0.31,2.59145593872745e-10,"6","ANKRD44"
1.35447209004269e-14,0.495728989846781,0.322,0.297,3.03997715889182e-10,"6","RER1"
1.57651669496772e-14,0.507044983813037,0.276,0.244,3.53833407018556e-10,"6","HERPUD2"
1.68753899743024e-14,0.524783230834919,0.334,0.307,3.78751252583243e-10,"6","CCNH"
1.79856129989275e-14,0.588551330569462,0.283,0.254,4.0366909814793e-10,"6","GLG1"
2.37587727269783e-14,0.288481625468642,0.434,0.417,5.33241895084302e-10,"6","SF3B6"
3.21964677141295e-14,0.557061351572964,0.257,0.226,7.22617521375923e-10,"6","ABI1"
3.77475828372553e-14,0.407244728525626,0.362,0.337,8.47206749199358e-10,"6","RGS19"
4.15223411209809e-14,0.524623289628557,0.267,0.238,9.31927424119294e-10,"6","FBXO7"
4.2854608750531e-14,0.321564412414729,0.363,0.334,9.61828838796919e-10,"6","SUPT4H1"
5.35127497869325e-14,0.413538192908744,0.365,0.348,1.20104015621791e-09,"6","SNRPC"
6.15063555642337e-14,0.467734733043733,0.316,0.291,1.38044864428366e-09,"6","NAA10"
7.061018436616e-14,0.277418639156519,0.281,0.25,1.58477497791409e-09,"6","RSU1"
8.65973959207622e-14,0.397662347722363,0.372,0.348,1.94359195404559e-09,"6","CDC42SE2"
8.68194405256872e-14,0.47339548311433,0.277,0.249,1.94857552315852e-09,"6","SFT2D1"
1.01030295240889e-13,0.477718878969938,0.266,0.233,2.26752394638652e-09,"6","CLDND1"
1.05249142734465e-13,0.252028163532114,0.565,0.567,2.36221175953233e-09,"6","HNRNPC"
1.0680345496894e-13,0.489884714930801,0.322,0.296,2.39709674332289e-09,"6","LUC7L3"
1.29229960066368e-13,0.429417174576041,0.44,0.431,2.90043722372957e-09,"6","DDX17"
1.31006316905768e-13,0.303918875194544,0.458,0.448,2.94030577663307e-09,"6","RWDD1"
1.3855583347322e-13,0.503492550494968,0.269,0.238,3.10974712647294e-09,"6","CRBN"
1.52100554373646e-13,0.533257922175138,0.256,0.225,3.41374484236212e-09,"6","FLOT2"
2.33368879776208e-13,0.518270495312176,0.269,0.239,5.23773113769721e-09,"6","HDAC1"
2.53574938824386e-13,0.262680524926568,0.482,0.479,5.69123592697451e-09,"6","FIS1"
2.65343302885412e-13,0.474046715183444,0.294,0.268,5.9553650899602e-09,"6","POLR2F"
4.13225009765483e-13,0.335561874206957,0.338,0.313,9.27442211917651e-09,"6","CKLF"
5.42677014436777e-13,0.574931793390308,0.254,0.225,1.2179842912019e-08,"6","BRWD1"
5.74429392941056e-13,0.398008459959383,0.383,0.369,1.28924932951691e-08,"6","ANP32A"
8.89510687329675e-13,0.43064622383226,0.295,0.264,1.99641778664272e-08,"6","FMNL1"
1.14908083048704e-12,0.380370165345445,0.271,0.241,2.57899701594511e-08,"6","POLR2K"
1.30651045537888e-12,0.505575458222047,0.288,0.264,2.93233206605237e-08,"6","EMC10"
2.19313456284453e-12,0.400051561049757,0.367,0.352,4.92227121284827e-08,"6","XRCC5"
2.54107845876206e-12,0.580929901194484,0.25,0.221,5.70319649284556e-08,"6","ZNF292"
2.54418708323101e-12,0.273744649366821,0.497,0.502,5.71017348960368e-08,"6","C11orf58"
2.78177481050079e-12,0.434525771677253,0.267,0.239,6.24341538468798e-08,"6","FKBP2"
2.94053670302219e-12,0.488513584650558,0.28,0.25,6.599740576263e-08,"6","P2RY8"
3.45123929434976e-12,0.37690112281713,0.362,0.34,7.7459614722386e-08,"6","VAMP2"
3.49653639375447e-12,0.356869901145132,0.414,0.403,7.84762628214253e-08,"6","SF3B1"
4.56612525567834e-12,0.359353628700183,0.363,0.343,1.02482115238445e-07,"6","DBNL"
5.8741900232917e-12,0.353655661976823,0.364,0.348,1.31840320882759e-07,"6","POLR2J"
6.38022967791585e-12,0.496484340616613,0.292,0.269,1.43197874891143e-07,"6","TAF15"
7.73381358953884e-12,0.519680096551964,0.257,0.232,1.7357771220361e-07,"6","ARL2BP"
9.54236689665322e-12,0.255254506257259,0.417,0.403,2.14168882628485e-07,"6","DYNLRB1"
1.00912611600279e-11,0.444721144158642,0.354,0.336,2.26488265475666e-07,"6","KLF3"
1.07178710351263e-11,0.425292741753251,0.364,0.354,2.40551897512375e-07,"6","SNX6"
1.13991038830363e-11,0.292883386013974,0.378,0.359,2.55841487550867e-07,"6","H2AFV"
1.29913857449537e-11,0.512876852677921,0.259,0.234,2.91578661659742e-07,"6","MFSD10"
1.35393918299087e-11,0.523845960799507,0.264,0.24,3.03878110230471e-07,"6","SMAP1"
1.47111212100981e-11,0.591590506149776,0.275,0.251,3.30176404439442e-07,"6","VPS13C"
1.75746084352113e-11,0.282990517756583,0.413,0.401,3.94444511719882e-07,"6","AURKAIP1"
2.25046647983618e-11,0.534146317566905,0.282,0.259,5.05094696734432e-07,"6","RSF1"
2.99247293611415e-11,0.257256709424367,0.375,0.355,6.71630625781461e-07,"6","RNF181"
3.05162561886618e-11,0.25204403280459,0.527,0.532,6.84906853898326e-07,"6","SCAND1"
3.11235481831318e-11,0.464281296175645,0.308,0.287,6.9853691542221e-07,"6","IK"
3.75801612051418e-11,0.407884636707732,0.338,0.321,8.43449138088204e-07,"6","RPN1"
4.01636501834446e-11,0.412644095882818,0.334,0.315,9.0143296471723e-07,"6","LSM14A"
4.72639705151323e-11,0.472711266499882,0.308,0.288,1.06079255424163e-06,"6","TGOLN2"
4.84754458796033e-11,0.511579526232791,0.253,0.227,1.08798290732182e-06,"6","TMED4"
6.86266599103647e-11,0.559147139663527,0.258,0.235,1.54025675502822e-06,"6","CNOT1"
1.12334586077623e-10,0.375421463005852,0.276,0.253,2.52123744992616e-06,"6","PHB"
1.35641720078183e-10,0.309274273949678,0.44,0.439,3.04434276543475e-06,"6","UQCRFS1"
1.65494062898119e-10,0.534903614119081,0.273,0.253,3.71434874768539e-06,"6","TIAL1"
1.7249845996048e-10,0.518119312997568,0.258,0.236,3.871555435353e-06,"6","TMUB1"
2.14184669999895e-10,0.384446039623852,0.387,0.379,4.80716073347764e-06,"6","HP1BP3"
2.3542168214874e-10,0.487358118919816,0.256,0.234,5.28380423414632e-06,"6","VIMP"
2.8371349714007e-10,0.439613840503769,0.299,0.281,6.36766572981173e-06,"6","PSMD4"
3.29743565785634e-10,0.446291753499492,0.322,0.305,7.40076459049277e-06,"6","KPNB1"
3.90951049311639e-10,0.336285848342498,0.409,0.399,8.77450535075042e-06,"6","ACTR2"
7.56891882502941e-10,0.372405554222413,0.352,0.342,1.6987681410896e-05,"6","MRPS34"
1.0051048882076e-09,0.414029334725241,0.316,0.299,2.25585741109313e-05,"6","RPN2"
1.1862695270537e-09,0.503936495322923,0.254,0.232,2.66246332651932e-05,"6","SRPRA"
1.66069513696243e-09,0.292058040388624,0.354,0.338,3.72726416539848e-05,"6","OSTC"
2.40423836395109e-09,0.419883911561338,0.27,0.248,5.39607258405184e-05,"6","SNHG9"
2.52502019293388e-09,0.353229348842808,0.349,0.34,5.6671553210208e-05,"6","ATRAID"
2.53972554098425e-09,0.51301393763307,0.35,0.334,5.70016000418505e-05,"6","ITGA4"
3.64551433484905e-09,0.385721429401588,0.295,0.277,8.18199237313522e-05,"6","MFF"
3.77732822798293e-09,0.4462176131661,0.283,0.266,8.4778354748849e-05,"6","SCAMP2"
5.47976064524391e-09,0.326453365623844,0.277,0.258,0.000122987747921854,"6","VDAC3"
6.2893634744654e-09,0.296581742191954,0.361,0.348,0.000141158473820902,"6","CLK1"
9.01082608528725e-09,0.295366667943733,0.375,0.367,0.000202238980658187,"6","MRPL20"
1.08630628936623e-08,0.308624991668536,0.356,0.341,0.000243810583585358,"6","REEP5"
1.27206820632608e-08,0.354129550069217,0.26,0.235,0.000285502988227826,"6","NUCB2"
1.48249013065538e-08,0.384178774381181,0.334,0.325,0.000332730084924293,"6","SNX17"
2.61027650605428e-08,0.283825206232053,0.37,0.364,0.000585850459018822,"6","MRPL41"
3.00608744563391e-08,0.355509311166949,0.325,0.315,0.000674686266298075,"6","MLF2"
3.04234542003456e-08,0.374538850385581,0.316,0.304,0.000682824006072558,"6","EAPP"
4.02422297707261e-08,0.471755790029253,0.263,0.249,0.000903196604974177,"6","PDCD2"
4.97085286266241e-08,0.304000934471929,0.35,0.341,0.00111565821649595,"6","ATP6AP2"
6.02766727642035e-08,0.397331111559329,0.257,0.24,0.00135284964351978,"6","RNASEH2C"
6.61429360171439e-08,0.360187891870558,0.355,0.346,0.00148451205596878,"6","ACAP2"
7.62344718463481e-08,0.287924711976185,0.367,0.365,0.00171100648611944,"6","AP2M1"
8.7426093031695e-08,0.504189053021331,0.252,0.237,0.00196219123200336,"6","RAB14"
1.24096009024299e-07,0.384610107925378,0.312,0.305,0.00278521082654137,"6","MRPL43"
1.48768779073549e-07,0.398354819901652,0.279,0.266,0.00333896647752674,"6","NUDC"
1.73967793282159e-07,0.353387056484526,0.415,0.421,0.00390453315242478,"6","N4BP2L2"
1.82195143638708e-07,0.376333645814593,0.437,0.443,0.00408918780382717,"6","NR4A2"
2.45802100673487e-07,0.389738028849997,0.321,0.312,0.00551678234751574,"6","U2SURP"
2.86773640389981e-07,0.369678222534713,0.323,0.315,0.00643634758491274,"6","CANX"
2.91039198740961e-07,0.393347046344971,0.282,0.267,0.00653208377654213,"6","NUCKS1"
3.65116616274364e-07,0.419250467323607,0.254,0.239,0.00819467733566182,"6","PRMT1"
4.35285997912871e-07,0.378575445739301,0.275,0.262,0.00976955893715648,"6","DGCR6L"
5.05188765931308e-07,0.317855817702988,0.363,0.356,0.0113384566625623,"6","IKZF1"
5.12488485870932e-07,0.442892539446744,0.251,0.237,0.0115022915768872,"6","ZMAT2"
7.36039650117704e-07,0.387540199122922,0.252,0.236,0.0165196739072417,"6","SLC38A2"
7.55685045206178e-07,0.432571351775954,0.265,0.253,0.0169605951546075,"6","MRPL34"
7.73382378804754e-07,0.378182165207742,0.287,0.275,0.0173577941098939,"6","FDFT1"
9.84913956392219e-07,0.36087001240916,0.28,0.27,0.022105408837267,"6","KXD1"
1.40401458903483e-06,0.311395442289915,0.372,0.373,0.0315117034362977,"6","APH1A"
1.69713957576256e-06,0.35601088014131,0.319,0.315,0.038090600638415,"6","PSMD7"
2.66783643132484e-06,0.341625988410877,0.347,0.348,0.0598769208646548,"6","EIF4H"
2.75221971235418e-06,0.492883987164922,0.293,0.283,0.0617708192240771,"6","NKTR"
3.67839318715646e-06,0.364598883703969,0.368,0.373,0.0825578566925396,"6","RBM25"
3.9150929662668e-06,0.293451431023676,0.337,0.336,0.087870346534892,"6","GTF2A2"
4.00887779172798e-06,0.400345444148229,0.272,0.264,0.0899752531575428,"6","PLEKHJ1"
5.99153136571218e-06,0.270068651710183,0.33,0.323,0.134473929972044,"6","NDUFC2"
1.19050699427525e-05,0.370752561248472,0.298,0.293,0.267197389795138,"6","FLI1"
3.08956970143104e-05,0.326309861438572,0.294,0.285,0.693423023789182,"6","FAM107B"
3.71615403600423e-05,0.291184267065307,0.273,0.268,0.834053611840789,"6","NUTF2"
3.74550228223747e-05,0.251343327485785,0.339,0.332,0.840640532225377,"6","REL"
4.85746088463301e-05,0.355579594854161,0.301,0.295,1,"6","CHD2"
4.87465861873648e-05,0.295823739489292,0.294,0.291,1,"6","NDUFB6"
