"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.80634905630589,0.936,0.141,0,"0","GZMA"
0,2.63661498602719,0.959,0.169,0,"0","CST7"
0,2.61718333897803,0.983,0.214,0,"0","NKG7"
0,2.74256491706239,0.98,0.281,0,"0","CCL5"
0,3.32565642194647,0.771,0.1,0,"0","GZMH"
0,2.01941733864333,0.814,0.212,0,"0","CTSW"
0,1.96168375625637,0.707,0.116,0,"0","PRF1"
0,2.10163276373979,0.813,0.276,0,"0","GZMM"
0,3.62333444659814,0.613,0.078,0,"0","KLRG1"
0,1.81810895207942,0.642,0.137,0,"0","GNLY"
0,2.49208607395743,0.582,0.086,0,"0","FGFBP2"
0,1.5640570400626,0.912,0.434,0,"0","CD3D"
0,2.07100151084767,0.598,0.126,0,"0","CCL4"
0,2.25647770615276,0.562,0.096,0,"0","KLRD1"
0,1.34026423327635,0.974,0.51,0,"0","CD3E"
0,2.13994746265258,0.561,0.112,0,"0","HOPX"
0,1.73650596147592,0.644,0.206,0,"0","C12orf75"
0,1.6404186717158,0.993,0.586,0,"0","IL32"
0,1.56264558660699,0.709,0.309,0,"0","CD3G"
0,1.62088051819677,0.494,0.1,0,"0","GZMB"
0,2.98638256647975,0.507,0.116,0,"0","CD8A"
0,2.0674125879848,0.764,0.389,0,"0","DUSP2"
0,2.33831272337765,0.482,0.11,0,"0","SAMD3"
0,2.14616330413129,0.517,0.145,0,"0","KLRB1"
0,1.23002235301476,0.756,0.393,0,"0","LCK"
0,1.48506622024901,0.66,0.299,0,"0","CD2"
0,2.41641934918557,0.441,0.082,0,"0","MATK"
0,1.19664543382316,0.954,0.602,0,"0","PTPRCAP"
0,1.49142593560625,0.733,0.381,0,"0","SLC9A3R1"
0,3.28709661012051,0.404,0.06,0,"0","GZMK"
0,1.05592401347103,0.662,0.323,0,"0","CD247"
0,1.81170328167826,0.493,0.17,0,"0","APMAP"
0,1.24948229443365,0.607,0.288,0,"0","ZAP70"
0,1.38504548218586,0.813,0.495,0,"0","LITAF"
0,1.18425327171568,0.884,0.567,0,"0","IL2RG"
0,1.38488336940323,0.631,0.322,0,"0","PPP2R5C"
0,1.0790277108285,0.418,0.11,0,"0","SPON2"
0,2.48962397478924,0.367,0.06,0,"0","AC092580.4"
0,1.12877095222354,0.592,0.288,0,"0","PLEK"
0,1.2007002671518,0.643,0.341,0,"0","CTSC"
0,1.38075256986939,0.567,0.271,0,"0","GNG2"
0,1.38008062137637,0.947,0.651,0,"0","HCST"
0,0.730969552013032,0.834,0.543,0,"0","ANXA1"
0,0.90995035251616,0.987,0.699,0,"0","IFITM1"
0,1.22069769657073,0.742,0.455,0,"0","C9orf142"
0,1.31740306005867,0.484,0.201,0,"0","SYNE2"
0,1.84427889535458,0.448,0.166,0,"0","APOBEC3G"
0,1.67619843211082,0.409,0.127,0,"0","CD8B"
0,1.7104926351394,0.433,0.152,0,"0","SYNE1"
0,1.19557238040694,0.935,0.654,0,"0","CD99"
0,1.90298541767602,0.381,0.102,0,"0","PYHIN1"
0,1.04992745388884,0.755,0.477,0,"0","FLNA"
0,0.903704915317979,0.629,0.357,0,"0","LAT"
0,4.96397430611666,0.293,0.023,0,"0","TRGV9"
0,1.45484548717887,0.431,0.162,0,"0","RORA"
0,1.1571472531294,0.541,0.272,0,"0","SKAP1"
0,2.80571490256095,0.307,0.044,0,"0","FCRL6"
0,2.59614512219295,0.316,0.055,0,"0","TGFBR3"
0,1.04059978035514,0.572,0.312,0,"0","SPOCK2"
0,2.3539889953657,0.319,0.06,0,"0","ADGRG1"
0,1.12911325832132,0.608,0.352,0,"0","ANXA6"
0,1.25112443260977,0.457,0.204,0,"0","TRBC1"
0,1.1691177459578,0.619,0.37,0,"0","YWHAQ"
0,1.01580864537009,0.778,0.529,0,"0","RARRES3"
0,1.9419446063677,0.349,0.1,0,"0","SH2D2A"
0,0.630879687477714,0.809,0.564,0,"0","CD69"
0,1.06956364385558,0.574,0.329,0,"0","ARL4C"
0,1.51345489881355,0.426,0.182,0,"0","BHLHE40"
0,1.33436945126236,0.468,0.225,0,"0","ARPC5L"
0,0.590473399851638,0.865,0.626,0,"0","ITGB2"
0,1.47975312467857,0.44,0.202,0,"0","RASSF1"
0,0.58363262524106,0.978,0.742,0,"0","S100A4"
0,0.884325192853356,0.62,0.384,0,"0","SEPT1"
0,0.942317540678873,0.577,0.343,0,"0","TRBC2"
0,2.49120608265621,0.272,0.039,0,"0","IFNG"
0,1.16505996470634,0.469,0.238,0,"0","CD6"
0,0.632793379082066,0.826,0.597,0,"0","EVL"
0,3.38940983338834,0.25,0.024,0,"0","LAG3"
0,0.736563810225196,0.75,0.524,0,"0","RAP1B"
0,1.26579646370901,0.411,0.185,0,"0","PRKCH"
0,1.02243318251002,0.617,0.392,0,"0","CLEC2B"
0,0.584663775377368,0.582,0.358,0,"0","ID2"
0,0.919471092889274,0.702,0.48,0,"0","TNFAIP3"
0,0.70933272749,0.52,0.299,0,"0","ALOX5AP"
0,0.481452365423173,0.867,0.646,0,"0","CLIC1"
0,1.46513865216253,0.372,0.156,0,"0","FKBP11"
0,1.09099932297421,0.449,0.234,0,"0","ITM2A"
0,1.75947571247694,0.328,0.115,0,"0","TSEN54"
0,2.37040119659432,0.254,0.042,0,"0","S1PR5"
0,0.981748182595078,0.609,0.397,0,"0","HSPA5"
0,1.26995803082511,0.426,0.216,0,"0","RASAL3"
0,0.86283593201326,0.636,0.427,0,"0","BIN2"
0,1.60535122870318,0.329,0.121,0,"0","CHST12"
0,1.14949733380074,0.454,0.246,0,"0","ITGB7"
0,0.338435816021895,0.634,0.426,0,"0","CD7"
0,1.1072971125391,0.356,0.149,0,"0","STOM"
0,1.69988525226516,0.329,0.125,0,"0","LYAR"
0,0.481351580568331,0.85,0.65,0,"0","CRIP1"
0,1.23716204559047,0.403,0.204,0,"0","FYN"
0,1.00465950814762,0.424,0.225,0,"0","GBP5"
0,0.910706895897806,0.703,0.504,0,"0","CALR"
0,1.19791797737125,0.274,0.077,0,"0","CLIC3"
0,1.21899435461938,0.421,0.224,0,"0","ITGAL"
0,1.00217977717018,0.524,0.328,0,"0","DHRS7"
0,1.1294631563584,0.374,0.179,0,"0","CD96"
0,0.951834712561972,0.464,0.269,0,"0","CLEC2D"
0,0.824484051715923,0.666,0.473,0,"0","SEPT7"
0,1.22346996892266,0.359,0.167,0,"0","TPST2"
0,0.940635057794179,0.396,0.205,0,"0","TC2N"
0,1.40592858266342,0.337,0.146,0,"0","NFATC2"
0,1.83081085882332,0.275,0.084,0,"0","SH2D1A"
0,1.06283303121278,0.397,0.207,0,"0","OPTN"
0,1.35836621028897,0.364,0.174,0,"0","RAB29"
0,0.590906605864656,0.856,0.666,0,"0","PSMB9"
0,0.807753773108627,0.736,0.546,0,"0","PPP1CA"
0,1.09511492316433,0.4,0.211,0,"0","LIME1"
0,1.20979141373302,0.407,0.218,0,"0","CCDC107"
0,0.602992794317255,0.746,0.557,0,"0","LCP1"
0,0.817526657565745,0.69,0.501,0,"0","PDIA3"
0,1.14300106675751,0.352,0.165,0,"0","TRAC"
0,1.50018981053127,0.295,0.109,0,"0","STAT4"
0,0.640627082604092,0.718,0.532,0,"0","CCND3"
0,0.911065597355201,0.543,0.359,0,"0","PPP1R18"
0,1.54406663377337,0.325,0.141,0,"0","CMC1"
0,0.804532426766745,0.491,0.307,0,"0","LBH"
0,0.862488311305948,0.493,0.31,0,"0","SYTL1"
0,1.14986997436512,0.392,0.211,0,"0","C5orf56"
0,1.03387157042989,0.436,0.255,0,"0","RHOF"
0,0.689451282593702,0.786,0.606,0,"0","GUK1"
0,1.70083373069461,0.279,0.099,0,"0","THEMIS"
0,0.915306281240816,0.499,0.319,0,"0","CAPN2"
0,0.751020675055071,0.915,0.737,0,"0","RAC2"
0,1.77281429056463,0.267,0.089,0,"0","NCR3"
0,1.03033422446249,0.371,0.197,0,"0","LINC00152"
0,0.809984919314688,0.778,0.605,0,"0","SRSF7"
0,1.22935524501571,0.314,0.141,0,"0","PTPN4"
0,1.08990870748993,0.377,0.204,0,"0","PARP8"
0,1.61171749950836,0.301,0.128,0,"0","MRPL10"
0,0.61013770692635,0.859,0.686,0,"0","LSP1"
0,0.776627709759281,0.888,0.717,0,"0","MYL12B"
0,0.76237961846324,0.477,0.306,0,"0","DOK2"
0,0.916466069179134,0.975,0.804,0,"0","CD52"
0,1.01812859835325,0.449,0.28,0,"0","RNF167"
0,1.57376510190011,0.269,0.101,0,"0","ATP2B4"
0,0.540315246014002,0.48,0.312,0,"0","LINC00861"
0,0.728912121719675,0.527,0.362,0,"0","TBC1D10C"
0,0.89138709540877,0.446,0.281,0,"0","BIN1"
0,1.13660006445872,0.349,0.184,0,"0","SPN"
0,0.750768399793744,0.603,0.438,0,"0","ICAM3"
0,0.635926012145848,0.856,0.692,0,"0","PPIB"
0,0.617210122547563,0.451,0.287,0,"0","MYO1F"
0,0.681093916644463,0.697,0.533,0,"0","HLA-F"
0,1.30691695937498,0.352,0.189,0,"0","SERTAD1"
0,0.471954805068116,0.788,0.626,0,"0","AES"
0,0.500409903375993,0.431,0.269,0,"0","TUBA4A"
0,0.494117499598699,0.595,0.433,0,"0","AHNAK"
0,0.728820599521947,0.55,0.389,0,"0","WIPF1"
0,0.745493691079047,0.547,0.387,0,"0","OSTF1"
0,1.35974805872746,0.297,0.137,0,"0","RUNX3"
0,0.847769569927144,0.466,0.307,0,"0","SUN2"
0,0.559971648427511,0.907,0.749,0,"0","EMP3"
0,1.38642042999697,0.271,0.115,0,"0","SIT1"
0,0.63603938240978,0.56,0.405,0,"0","GIMAP7"
0,0.660072255974527,0.447,0.293,0,"0","DSTN"
0,0.742784075182129,0.719,0.565,0,"0","GADD45B"
0,0.895680335001681,0.407,0.253,0,"0","PPP3CC"
0,0.835458801856401,0.457,0.304,0,"0","MYO1G"
0,1.25921567329118,0.28,0.128,0,"0","FAM46C"
0,0.691749486706573,0.533,0.383,0,"0","BSG"
0,0.944294457419802,0.38,0.23,0,"0","P2RY8"
0,1.06564081613725,0.351,0.201,0,"0","PXN"
0,0.693533129422531,0.542,0.393,0,"0","SIGIRR"
0,0.774323033326767,0.407,0.258,0,"0","CDC25B"
0,0.739739542503198,0.511,0.364,0,"0","SPSB3"
0,0.994730869083721,0.322,0.178,0,"0","CDC42EP3"
0,0.507922135828442,0.616,0.472,0,"0","GYPC"
0,0.737812502843315,0.438,0.294,0,"0","XBP1"
0,1.27025114388545,0.304,0.16,0,"0","DNAJC1"
0,0.803181810109807,0.484,0.341,0,"0","TUBB4B"
0,0.939901081750728,0.391,0.249,0,"0","SASH3"
0,0.512774629845677,0.633,0.492,0,"0","CD53"
0,0.542084172381634,0.527,0.386,0,"0","ACAP1"
0,1.13042018395663,0.273,0.133,0,"0","CBLB"
0,0.66659842776901,0.485,0.345,0,"0","GIMAP4"
0,0.295073017039764,0.808,0.668,0,"0","LY6E"
0,0.540945693651079,0.693,0.553,0,"0","ARL6IP5"
0,0.61354708247737,0.524,0.385,0,"0","LCP2"
0,0.85614103205779,0.368,0.229,0,"0","EMB"
0,1.02481501766268,0.336,0.198,0,"0","ANXA2R"
0,0.613812230058275,0.934,0.796,0,"0","IFITM2"
0,0.642490772798876,0.512,0.374,0,"0","MBP"
0,0.577705692424659,0.893,0.756,0,"0","UBB"
0,0.947926102581021,0.34,0.203,0,"0","RNF125"
0,0.917649069315257,0.425,0.289,0,"0","CCNH"
0,1.03920205943854,0.333,0.197,0,"0","TMEM109"
0,0.972777416721864,0.975,0.839,0,"0","CALM1"
0,0.539585865611817,0.904,0.769,0,"0","PTPRC"
0,0.824339361344746,0.404,0.269,0,"0","BTN3A2"
0,0.727973785793053,0.466,0.332,0,"0","TAP1"
0,0.370898802871249,0.887,0.753,0,"0","KLF6"
0,0.71733377662899,0.521,0.387,0,"0","TBCB"
0,0.694983657835544,0.403,0.27,0,"0","STK17A"
0,0.647429369632556,0.483,0.35,0,"0","SELPLG"
0,0.803058100864847,0.347,0.214,0,"0","MACF1"
0,0.814961707605452,0.382,0.25,0,"0","CYFIP2"
0,0.906093118194354,0.323,0.191,0,"0","CD5"
0,1.0096620216955,0.314,0.183,0,"0","ACTN4"
0,0.559056552384185,0.912,0.782,0,"0","ARPC2"
0,0.960552098689602,0.312,0.182,0,"0","CISD3"
0,0.481658888308857,0.836,0.706,0,"0","IER2"
0,0.91175308669811,0.356,0.227,0,"0","HERPUD2"
0,0.690932896247867,0.423,0.295,0,"0","MAPRE2"
0,0.770644745513431,0.351,0.223,0,"0","SCML4"
0,0.405091635350145,0.535,0.408,0,"0","IL7R"
0,0.528006868566353,0.721,0.594,0,"0","KRTCAP2"
0,0.573912949913041,0.925,0.798,0,"0","PSME1"
0,1.16357887821248,0.261,0.134,0,"0","RAB27A"
0,0.946522745381916,0.286,0.159,0,"0","LY9"
0,1.08779219496263,0.289,0.162,0,"0","ACAA2"
0,0.511050784487362,0.579,0.452,0,"0","MSN"
0,0.826509775520132,0.362,0.237,0,"0","AKNA"
0,0.463126308142256,0.611,0.486,0,"0","RNF213"
0,1.18988384823728,0.255,0.13,0,"0","MAP4K1"
0,0.77230250706176,0.349,0.224,0,"0","EFHD2"
0,0.663783806326338,0.548,0.424,0,"0","SHISA5"
0,0.952094021232638,0.272,0.148,0,"0","ZBP1"
0,0.966643941275733,0.253,0.129,0,"0","MIR4435-2HG"
0,0.650216906453728,0.492,0.368,0,"0","MED10"
0,0.433499573546533,0.674,0.55,0,"0","IRF1"
0,0.485390703643235,0.604,0.48,0,"0","SEPW1"
0,1.01017977143217,0.267,0.144,0,"0","ADAM8"
0,1.1178135918211,0.269,0.146,0,"0","GPR65"
0,0.470010088635018,0.639,0.516,0,"0","CAP1"
0,0.599631991373654,0.456,0.333,0,"0","CFLAR"
0,0.813721438793035,0.377,0.254,0,"0","BUB3"
0,0.317178454266823,0.586,0.463,0,"0","HSP90B1"
0,0.462299389905471,0.662,0.541,0,"0","ATPIF1"
0,0.812004104901369,0.352,0.231,0,"0","HMOX2"
0,0.502456169534666,0.532,0.412,0,"0","P4HB"
0,0.921684773886155,0.337,0.217,0,"0","RNF166"
0,0.474044983193117,0.655,0.535,0,"0","PSMB8"
0,0.642525640118498,0.46,0.341,0,"0","LAMP1"
0,0.837755954297224,0.976,0.857,0,"0","MYL12A"
0,0.466455972375922,0.697,0.579,0,"0","HCLS1"
0,0.531414973317266,0.915,0.797,0,"0","CORO1A"
0,0.521338958872244,0.603,0.486,0,"0","ARHGEF1"
0,1.02768341464146,0.265,0.149,0,"0","ORMDL3"
0,0.404680535152939,0.896,0.78,0,"0","HSPA8"
0,0.729110912089695,0.357,0.241,0,"0","SEC11C"
0,0.325606673923544,0.925,0.81,0,"0","ZFP36L2"
0,0.956369986193653,0.282,0.167,0,"0","BTN3A1"
0,0.725521543804762,0.253,0.139,0,"0","GATA3"
0,0.443005232438662,0.584,0.471,0,"0","TMEM50A"
0,0.523805711488726,0.51,0.397,0,"0","FAM49B"
0,0.669657391136196,0.412,0.299,0,"0","C19orf66"
0,0.503593365862363,0.578,0.465,0,"0","MYH9"
0,0.380024101650399,0.624,0.512,0,"0","TRAF3IP3"
0,0.475303571094503,0.518,0.406,0,"0","WDR1"
0,0.7074397039088,0.401,0.29,0,"0","TSC22D4"
0,0.959215320439476,0.287,0.176,0,"0","RPA2"
0,0.714072780701056,0.35,0.239,0,"0","PIK3R1"
0,0.417159681008044,0.858,0.747,0,"0","YWHAZ"
0,0.758435980011635,0.314,0.204,0,"0","CASP8"
0,0.658793832789323,0.435,0.325,0,"0","MEAF6"
0,0.785560873638504,0.298,0.188,0,"0","DENND2D"
0,0.666803223484506,0.403,0.294,0,"0","TERF2IP"
0,0.505947401814775,0.575,0.466,0,"0","CCDC85B"
0,0.904817446239032,0.327,0.219,0,"0","MFSD10"
0,0.697985193049339,0.411,0.304,0,"0","CDK2AP2"
0,0.577986578327301,0.589,0.482,0,"0","SRSF2"
0,0.475608849928345,0.644,0.537,0,"0","CDC37"
0,0.816633701083604,0.28,0.174,0,"0","ODF2L"
0,0.567941371916084,0.444,0.338,0,"0","SCP2"
0,0.501928343489502,0.486,0.38,0,"0","SPCS2"
0,0.296145871566922,0.646,0.54,0,"0","PSMB10"
0,0.360854090682974,0.585,0.48,0,"0","CXCR4"
0,0.720778330385977,0.371,0.266,0,"0","ZNF428"
0,0.638248537230592,0.398,0.294,0,"0","PDCD4"
0,0.543556025568786,0.47,0.366,0,"0","IDS"
0,0.547290994046083,0.569,0.465,0,"0","RBM8A"
0,0.603654335230151,0.448,0.345,0,"0","DDOST"
0,0.783427634193344,0.343,0.24,0,"0","ARIH2"
0,0.693429562182023,0.381,0.278,0,"0","POLR3GL"
0,0.355435083009942,0.437,0.334,0,"0","MGAT4A"
0,0.658392591034936,0.425,0.322,0,"0","KLF3"
0,0.902321922254331,0.288,0.185,0,"0","TBCC"
0,0.362369796214984,0.831,0.728,0,"0","YWHAB"
0,0.472438960159216,0.462,0.36,0,"0","IL10RA"
0,0.418053540414208,0.47,0.368,0,"0","PRDX2"
0,0.613496929510023,0.456,0.355,0,"0","BZW1"
0,0.489153897417897,0.891,0.79,0,"0","PPDPF"
0,0.319362797559521,0.674,0.574,0,"0","ARF1"
0,0.499219183390191,0.664,0.564,0,"0","CNN2"
0,0.488984632761126,0.503,0.403,0,"0","KRT10"
0,0.45154883850733,0.594,0.495,0,"0","TAPBP"
0,0.571728737200455,0.474,0.375,0,"0","C9orf78"
0,0.43531231512322,0.992,0.893,0,"0","MT-ATP8"
0,0.545021885162501,0.387,0.289,0,"0","PDIA6"
0,0.762391557119095,0.335,0.237,0,"0","FBXW5"
0,0.34767941714687,0.784,0.686,0,"0","SSR4"
0,0.925844318349822,0.272,0.175,0,"0","CYB561D2"
0,0.952807934544201,0.25,0.153,0,"0","TSPAN32"
0,0.783154182839999,0.328,0.231,0,"0","SH3BP1"
0,0.397063234487625,0.706,0.609,0,"0","CAPZB"
0,0.388219468141379,0.75,0.653,0,"0","SSR2"
0,0.675699805677823,0.355,0.258,0,"0","GOLGA7"
0,0.359626069297518,0.655,0.558,0,"0","C9orf16"
0,0.779432834990939,0.282,0.185,0,"0","SDF2L1"
0,0.804165551057094,0.291,0.195,0,"0","MAD1L1"
0,0.477502079593403,0.57,0.474,0,"0","ARHGDIA"
0,0.320699614456284,0.786,0.691,0,"0","TPM3"
0,0.324203763615517,0.785,0.69,0,"0","SUB1"
0,0.339375825495803,0.856,0.761,0,"0","HNRNPDL"
0,0.444266861693334,0.393,0.299,0,"0","AAK1"
0,0.467744159477637,0.454,0.36,0,"0","PSMA6"
0,0.736231694924224,0.316,0.222,0,"0","IDH2"
0,0.641424620386924,0.361,0.267,0,"0","TMED9"
0,0.433182759563372,0.966,0.872,0,"0","ARHGDIB"
0,0.439634363716423,0.569,0.475,0,"0","RABAC1"
0,0.314764200168522,0.381,0.288,0,"0","ZEB2"
0,0.364106715876632,0.537,0.444,0,"0","PGAM1"
0,0.766855876456448,0.313,0.22,0,"0","PDLIM2"
0,0.270183659809689,0.875,0.782,0,"0","CIRBP"
0,0.671538276039255,0.334,0.242,0,"0","TOB1"
0,0.48311895970971,0.487,0.395,0,"0","EMD"
0,0.525484166399374,0.4,0.309,0,"0","RBL2"
0,0.394799862562813,0.422,0.331,0,"0","TGFB1"
0,0.464723084872927,0.447,0.357,0,"0","CASP4"
0,0.378591925145402,0.533,0.443,0,"0","MAP1LC3B"
0,0.555647849172576,0.271,0.181,0,"0","ATP2A3"
0,0.714320525710582,0.307,0.217,0,"0","LPXN"
0,0.377022088022669,0.368,0.278,0,"0","ETS1"
0,0.469548989737361,0.565,0.475,0,"0","GTF3A"
0,0.578660408198669,0.432,0.342,0,"0","UBE2V1"
0,0.257454045255394,0.744,0.654,0,"0","KLF2"
0,0.414483889318372,0.482,0.392,0,"0","PRMT2"
0,0.44447014720344,0.275,0.186,0,"0","ITK"
0,0.448186175186656,0.377,0.288,0,"0","TMC8"
0,0.686773089437287,0.314,0.225,0,"0","RNF126"
0,0.344303300669016,0.603,0.514,0,"0","EPC1"
0,0.57819698469754,0.355,0.266,0,"0","TMC6"
0,0.413856456136384,0.436,0.348,0,"0","EZR"
0,0.652267929443213,0.378,0.29,0,"0","PIN1"
0,0.503550631970492,0.41,0.322,0,"0","SELT"
0,0.415217680368481,0.586,0.498,0,"0","SRSF3"
0,0.299720330378201,0.907,0.82,0,"0","TXNIP"
0,0.318868555481959,0.776,0.689,0,"0","CNBP"
0,0.549352803729476,0.396,0.309,0,"0","SRI"
0,0.386051150571459,0.924,0.838,0,"0","DDX5"
0,0.612021741813554,0.332,0.246,0,"0","DEF6"
0,0.449354933132256,0.415,0.329,0,"0","REEP5"
0,0.54457923499843,0.408,0.322,0,"0","MAT2B"
0,0.60028838303074,0.419,0.333,0,"0","CITED2"
0,0.560461343163254,0.418,0.332,0,"0","VCP"
0,0.521266074480643,0.473,0.387,0,"0","OTUB1"
0,0.621645592479206,0.37,0.285,0,"0","CCDC12"
0,0.799590965750565,0.273,0.188,0,"0","HMGN4"
0,0.437353873223694,0.422,0.337,0,"0","CDC42SE2"
0,0.662604627021402,0.287,0.202,0,"0","PSTPIP1"
0,0.394259784081957,0.415,0.33,0,"0","ADGRE5"
0,0.531398650484405,0.402,0.318,0,"0","PSMA5"
0,0.344728833756186,0.635,0.551,0,"0","NCL"
0,0.613791124593929,0.262,0.179,0,"0","PRKACB"
0,0.544735834547471,0.455,0.372,0,"0","TOMM5"
0,0.762730604068306,0.255,0.172,0,"0","NLRC5"
0,0.548066968106228,0.348,0.265,0,"0","RAB1B"
0,0.421275102522336,0.938,0.855,0,"0","RPL36AL"
0,0.465391165030419,0.468,0.386,0,"0","EWSR1"
0,0.394625895949319,0.54,0.458,0,"0","MT-ND6"
0,0.470913752829478,0.473,0.391,0,"0","RALY"
0,0.52816280613461,0.451,0.37,0,"0","APBB1IP"
0,0.319474125605312,0.518,0.437,0,"0","NDUFB7"
0,0.687213777996138,0.301,0.22,0,"0","TES"
0,0.462961994125366,0.478,0.397,0,"0","PYURF"
0,0.567110820559317,0.984,0.903,0,"0","HLA-E"
0,0.472726024767688,0.404,0.324,0,"0","ITGA4"
0,0.359235998382364,0.598,0.518,0,"0","HNRNPA3"
0,0.448739352496025,0.471,0.391,0,"0","SELK"
0,0.406976385877042,0.51,0.431,0,"0","NR4A2"
0,0.482257525751242,0.403,0.324,0,"0","TMED2"
0,0.355271990862972,0.486,0.408,0,"0","CD47"
0,0.41610434296975,0.507,0.429,0,"0","DPP7"
0,0.706972262545428,0.287,0.209,0,"0","TMEM9B"
0,0.306575764959506,0.857,0.779,0,"0","ZFP36"
0,0.635198065309827,0.279,0.202,0,"0","ATF7IP2"
0,0.641298132173702,0.302,0.225,0,"0","SS18L2"
0,0.610821478601394,0.83,0.753,0,"0","JUN"
0,0.335245677527944,0.602,0.525,0,"0","TRMT112"
0,0.266447013491657,0.865,0.788,0,"0","HMGB1"
0,0.520000553695227,0.432,0.356,0,"0","BRD2"
0,0.39492154053258,0.532,0.456,0,"0","KMT2E"
0,0.451169780622504,0.503,0.427,0,"0","SF3B2"
0,0.448258287077256,0.371,0.295,0,"0","DDX6"
0,0.608578126914994,0.322,0.246,0,"0","CCNDBP1"
0,0.562785726687966,0.341,0.265,0,"0","ADRM1"
0,0.258334860899355,0.856,0.78,0,"0","CHCHD2"
0,0.259214582211404,0.608,0.532,0,"0","DRAP1"
0,0.570121015970799,0.352,0.276,0,"0","DDX39A"
0,0.277032253682338,0.916,0.841,0,"0","SRP14"
0,0.65960856297075,0.258,0.183,0,"0","HSPB11"
0,0.315504272982392,0.514,0.439,0,"0","CYCS"
0,0.378716992191786,0.421,0.346,0,"0","ARL6IP1"
0,0.44860865859614,0.425,0.35,0,"0","UBE2L3"
0,0.636561568127994,0.283,0.208,0,"0","ADH5"
0,0.278448054232472,0.875,0.8,0,"0","HNRNPA2B1"
0,0.317537943090398,0.371,0.297,0,"0","PIM1"
0,0.522968595140936,0.406,0.332,0,"0","FNBP1"
0,0.505841149214793,0.364,0.29,0,"0","POLR2G"
0,0.456681923226282,0.425,0.351,0,"0","PSMD8"
0,0.590978482283188,0.305,0.231,0,"0","STK10"
0,0.492916194444303,0.305,0.231,0,"0","LINC-PINT"
0,0.390953996588058,0.942,0.868,0,"0","UBC"
0,0.275517039597095,0.651,0.578,0,"0","RAN"
0,0.420486105338355,0.365,0.292,0,"0","EML4"
0,0.442424236305871,0.362,0.289,0,"0","KIAA1551"
0,0.615828228796915,0.317,0.244,0,"0","INO80E"
0,0.310578283357056,0.565,0.492,0,"0","TMEM59"
0,0.277396191930574,0.555,0.484,0,"0","JAK1"
0,0.323070464768737,0.645,0.574,0,"0","FUS"
0,0.376296801706348,0.456,0.385,0,"0","DDX24"
0,0.318565819344199,0.515,0.444,0,"0","NDUFB10"
0,0.536819455803336,0.966,0.895,0,"0","RPS26"
0,0.315824952541694,0.692,0.621,0,"0","C19orf43"
0,0.291083410058971,0.531,0.461,0,"0","RSRP1"
0,0.401320049882336,0.523,0.453,0,"0","UFC1"
0,0.54379020891548,0.262,0.192,0,"0","SPTAN1"
0,0.258827358808644,0.847,0.777,0,"0","SNRPD2"
0,0.288254647939324,0.679,0.61,0,"0","SAP18"
0,0.582886733124123,0.332,0.263,0,"0","EMC4"
0,0.411164346667735,0.473,0.404,0,"0","SNRPB"
0,0.503785188657751,0.4,0.332,0,"0","MAGOH"
0,0.582515407535323,0.264,0.196,0,"0","RCN2"
0,0.480095140089102,0.286,0.218,0,"0","PCSK7"
0,0.339851657547676,0.73,0.662,0,"0","RBM3"
0,0.261965437113205,0.634,0.567,0,"0","SPCS1"
0,0.630837520852415,0.277,0.21,0,"0","KCNAB2"
0,0.395451269967861,0.411,0.344,0,"0","SBDS"
0,0.501282530354767,0.292,0.225,0,"0","CLDND1"
0,0.54103678502168,0.979,0.912,0,"0","CFL1"
0,0.268221929511956,0.383,0.317,0,"0","DNAJB6"
0,0.363664826588789,0.352,0.286,0,"0","ITGB1"
0,0.353727607621869,0.53,0.464,0,"0","ARGLU1"
0,0.412297362447236,0.448,0.382,0,"0","RNPS1"
0,0.324014471344472,0.371,0.305,0,"0","CKLF"
0,0.438756033361405,0.276,0.211,0,"0","SH3BP5"
0,0.62869548590162,0.257,0.192,0,"0","KMT2E-AS1"
0,0.478824869095167,0.374,0.31,0,"0","DNAJC8"
0,0.530224456343122,0.327,0.263,0,"0","PDAP1"
0,0.482854107113851,0.369,0.305,0,"0","IMP3"
0,0.272484241321544,0.742,0.678,0,"0","SRSF5"
0,0.532453556595042,0.321,0.258,0,"0","SCAMP2"
0,0.331315867603055,0.459,0.396,0,"0","PSMB6"
0,0.452015641864527,0.41,0.347,0,"0","PSMC5"
0,0.472189152134226,0.399,0.336,0,"0","HNRNPUL1"
0,0.55805615616361,0.995,0.932,0,"0","SH3BGRL3"
0,0.268551885155359,0.504,0.442,0,"0","MYEOV2"
0,0.47037632345437,0.379,0.317,0,"0","LMAN2"
0,0.334191110326681,0.5,0.438,0,"0","TCF25"
0,0.396516318260375,0.315,0.254,0,"0","MATR3.1"
0,0.418899733233797,0.38,0.319,0,"0","SH3KBP1"
0,0.577392964184323,0.293,0.232,0,"0","HDAC1"
0,0.327045703281895,0.291,0.23,0,"0","SLC38A1"
0,0.295777878309983,0.578,0.517,0,"0","DAD1"
0,0.454870152172367,0.999,0.939,0,"0","MT-ND4L"
0,0.451850724579495,0.334,0.274,0,"0","BCAS2"
0,0.479191923873226,0.34,0.28,0,"0","ARL5A"
0,0.372803579181051,0.412,0.352,0,"0","H2AFV"
0,0.673037639293096,0.251,0.191,0,"0","EMC7"
